ts,occ,scenario,rep_num
0.0,0.0,base_r2s2i12s2,1
2.292487805617881,1.0,base_r2s2i12s2,1
2.618355741282077,2.0,base_r2s2i12s2,1
4.36064836754444,3.0,base_r2s2i12s2,1
4.503614901774696,4.0,base_r2s2i12s2,1
5.745532269799217,5.0,base_r2s2i12s2,1
6.318541228848538,6.0,base_r2s2i12s2,1
7.574453922222743,7.0,base_r2s2i12s2,1
7.7596683311690855,8.0,base_r2s2i12s2,1
8.85631904771027,9.0,base_r2s2i12s2,1
9.40382081757007,10.0,base_r2s2i12s2,1
11.70827377218479,11.0,base_r2s2i12s2,1
12.22472132444045,12.0,base_r2s2i12s2,1
16.958386327490256,11.0,base_r2s2i12s2,1
16.958386327490256,12.0,base_r2s2i12s2,1
17.331571015089516,11.0,base_r2s2i12s2,1
17.331571015089516,12.0,base_r2s2i12s2,1
18.29275722527734,11.0,base_r2s2i12s2,1
18.29275722527734,12.0,base_r2s2i12s2,1
18.998881495383518,11.0,base_r2s2i12s2,1
18.998881495383518,12.0,base_r2s2i12s2,1
20.456380726777255,11.0,base_r2s2i12s2,1
20.456380726777255,12.0,base_r2s2i12s2,1
20.773582165384855,11.0,base_r2s2i12s2,1
20.773582165384855,12.0,base_r2s2i12s2,1
22.113814180983837,11.0,base_r2s2i12s2,1
22.113814180983837,12.0,base_r2s2i12s2,1
23.198668218726553,11.0,base_r2s2i12s2,1
23.198668218726553,12.0,base_r2s2i12s2,1
25.217094537990917,11.0,base_r2s2i12s2,1
25.217094537990917,12.0,base_r2s2i12s2,1
25.37584317695155,11.0,base_r2s2i12s2,1
25.37584317695155,12.0,base_r2s2i12s2,1
26.708953731427183,11.0,base_r2s2i12s2,1
26.708953731427183,12.0,base_r2s2i12s2,1
27.18939329951901,11.0,base_r2s2i12s2,1
27.18939329951901,12.0,base_r2s2i12s2,1
31.7641885212783,11.0,base_r2s2i12s2,1
31.7641885212783,12.0,base_r2s2i12s2,1
32.26145925715035,11.0,base_r2s2i12s2,1
32.26145925715035,12.0,base_r2s2i12s2,1
32.679043661144505,11.0,base_r2s2i12s2,1
32.679043661144505,12.0,base_r2s2i12s2,1
33.22334208547641,11.0,base_r2s2i12s2,1
33.22334208547641,12.0,base_r2s2i12s2,1
35.07555447546822,11.0,base_r2s2i12s2,1
35.07555447546822,12.0,base_r2s2i12s2,1
35.23879907172781,11.0,base_r2s2i12s2,1
35.23879907172781,12.0,base_r2s2i12s2,1
36.78710757401816,11.0,base_r2s2i12s2,1
36.78710757401816,12.0,base_r2s2i12s2,1
37.389330074000725,11.0,base_r2s2i12s2,1
37.389330074000725,12.0,base_r2s2i12s2,1
38.85758443370046,11.0,base_r2s2i12s2,1
38.85758443370046,12.0,base_r2s2i12s2,1
41.09179865339251,11.0,base_r2s2i12s2,1
41.09179865339251,12.0,base_r2s2i12s2,1
41.578033178712424,11.0,base_r2s2i12s2,1
41.578033178712424,12.0,base_r2s2i12s2,1
42.53122548280586,11.0,base_r2s2i12s2,1
42.53122548280586,12.0,base_r2s2i12s2,1
46.27517012666879,11.0,base_r2s2i12s2,1
46.27517012666879,12.0,base_r2s2i12s2,1
47.17514894059467,11.0,base_r2s2i12s2,1
47.17514894059467,12.0,base_r2s2i12s2,1
47.29879773024007,11.0,base_r2s2i12s2,1
47.29879773024007,12.0,base_r2s2i12s2,1
48.94171288489654,11.0,base_r2s2i12s2,1
48.94171288489654,12.0,base_r2s2i12s2,1
50.309915847354425,11.0,base_r2s2i12s2,1
50.309915847354425,12.0,base_r2s2i12s2,1
50.65619177596505,11.0,base_r2s2i12s2,1
50.65619177596505,12.0,base_r2s2i12s2,1
52.58339853091537,11.0,base_r2s2i12s2,1
52.58339853091537,12.0,base_r2s2i12s2,1
53.03632341782239,11.0,base_r2s2i12s2,1
53.03632341782239,12.0,base_r2s2i12s2,1
55.47421595096464,11.0,base_r2s2i12s2,1
55.47421595096464,12.0,base_r2s2i12s2,1
56.89334585914529,11.0,base_r2s2i12s2,1
56.89334585914529,12.0,base_r2s2i12s2,1
57.193415442827,11.0,base_r2s2i12s2,1
57.193415442827,12.0,base_r2s2i12s2,1
57.304942002726456,11.0,base_r2s2i12s2,1
57.304942002726456,12.0,base_r2s2i12s2,1
61.74855824843553,11.0,base_r2s2i12s2,1
61.74855824843553,12.0,base_r2s2i12s2,1
62.39365115632361,11.0,base_r2s2i12s2,1
62.39365115632361,12.0,base_r2s2i12s2,1
63.731984974408896,11.0,base_r2s2i12s2,1
63.731984974408896,12.0,base_r2s2i12s2,1
63.744701758920215,11.0,base_r2s2i12s2,1
63.744701758920215,12.0,base_r2s2i12s2,1
64.86196241913606,11.0,base_r2s2i12s2,1
64.86196241913606,12.0,base_r2s2i12s2,1
66.18904428930986,11.0,base_r2s2i12s2,1
66.18904428930986,12.0,base_r2s2i12s2,1
66.48092297126331,11.0,base_r2s2i12s2,1
66.48092297126331,12.0,base_r2s2i12s2,1
66.48941812479777,11.0,base_r2s2i12s2,1
66.48941812479777,12.0,base_r2s2i12s2,1
70.71550513032734,11.0,base_r2s2i12s2,1
70.71550513032734,12.0,base_r2s2i12s2,1
71.70719780650211,11.0,base_r2s2i12s2,1
71.70719780650211,12.0,base_r2s2i12s2,1
71.80745040980176,11.0,base_r2s2i12s2,1
71.80745040980176,12.0,base_r2s2i12s2,1
72.16240257056866,11.0,base_r2s2i12s2,1
72.16240257056866,12.0,base_r2s2i12s2,1
75.58753145021808,11.0,base_r2s2i12s2,1
75.58753145021808,12.0,base_r2s2i12s2,1
78.30761986789801,11.0,base_r2s2i12s2,1
78.30761986789801,12.0,base_r2s2i12s2,1
78.5806443392288,11.0,base_r2s2i12s2,1
78.5806443392288,12.0,base_r2s2i12s2,1
78.93027863985424,11.0,base_r2s2i12s2,1
78.93027863985424,12.0,base_r2s2i12s2,1
80.00064664863677,11.0,base_r2s2i12s2,1
80.00064664863677,12.0,base_r2s2i12s2,1
81.07320355966581,11.0,base_r2s2i12s2,1
81.07320355966581,12.0,base_r2s2i12s2,1
81.45199422533898,11.0,base_r2s2i12s2,1
81.45199422533898,12.0,base_r2s2i12s2,1
82.93962765570981,11.0,base_r2s2i12s2,1
82.93962765570981,12.0,base_r2s2i12s2,1
84.85753383725108,11.0,base_r2s2i12s2,1
84.85753383725108,12.0,base_r2s2i12s2,1
86.21251545611288,11.0,base_r2s2i12s2,1
86.21251545611288,12.0,base_r2s2i12s2,1
86.56969945800786,11.0,base_r2s2i12s2,1
86.56969945800786,12.0,base_r2s2i12s2,1
87.78804485252327,11.0,base_r2s2i12s2,1
87.78804485252327,12.0,base_r2s2i12s2,1
91.83185176651723,11.0,base_r2s2i12s2,1
91.83185176651723,12.0,base_r2s2i12s2,1
94.11003904322233,11.0,base_r2s2i12s2,1
94.11003904322233,12.0,base_r2s2i12s2,1
94.22085532339923,11.0,base_r2s2i12s2,1
94.22085532339923,12.0,base_r2s2i12s2,1
94.7115329256948,11.0,base_r2s2i12s2,1
94.7115329256948,12.0,base_r2s2i12s2,1
94.83152588592203,11.0,base_r2s2i12s2,1
94.83152588592203,12.0,base_r2s2i12s2,1
95.26256962421104,11.0,base_r2s2i12s2,1
95.26256962421104,12.0,base_r2s2i12s2,1
96.23832086395723,11.0,base_r2s2i12s2,1
96.23832086395723,12.0,base_r2s2i12s2,1
98.01801841804556,11.0,base_r2s2i12s2,1
98.01801841804556,12.0,base_r2s2i12s2,1
98.6906408792586,11.0,base_r2s2i12s2,1
98.6906408792586,12.0,base_r2s2i12s2,1
99.8405872744691,11.0,base_r2s2i12s2,1
99.8405872744691,12.0,base_r2s2i12s2,1
101.30119556957209,11.0,base_r2s2i12s2,1
101.30119556957209,12.0,base_r2s2i12s2,1
102.69005280680993,11.0,base_r2s2i12s2,1
102.69005280680993,12.0,base_r2s2i12s2,1
107.00276156754738,11.0,base_r2s2i12s2,1
107.00276156754738,12.0,base_r2s2i12s2,1
107.5522279517177,11.0,base_r2s2i12s2,1
107.5522279517177,12.0,base_r2s2i12s2,1
108.37259109250797,11.0,base_r2s2i12s2,1
108.37259109250797,12.0,base_r2s2i12s2,1
109.84892120248631,11.0,base_r2s2i12s2,1
109.84892120248631,12.0,base_r2s2i12s2,1
110.05454018120764,11.0,base_r2s2i12s2,1
110.05454018120764,12.0,base_r2s2i12s2,1
111.21366293159195,11.0,base_r2s2i12s2,1
111.21366293159195,12.0,base_r2s2i12s2,1
111.58039851503835,11.0,base_r2s2i12s2,1
111.58039851503835,12.0,base_r2s2i12s2,1
112.35201883155356,11.0,base_r2s2i12s2,1
112.35201883155356,12.0,base_r2s2i12s2,1
112.41092828832289,11.0,base_r2s2i12s2,1
112.41092828832289,12.0,base_r2s2i12s2,1
114.72726804811762,11.0,base_r2s2i12s2,1
114.72726804811762,12.0,base_r2s2i12s2,1
118.01861606523723,11.0,base_r2s2i12s2,1
118.01861606523723,12.0,base_r2s2i12s2,1
118.76557170613647,11.0,base_r2s2i12s2,1
