scenario,rep_num,candidate_id,arrival_ts,got_reg_ts,release_reg_ts,got_screening_staff_ts,release_screening_staff_ts,got_interviewer_ts,release_interviewer_ts,got_scheduler_ts,release_scheduler_ts,exit_system_ts,wait_for_reg,wait_for_screening_staff,wait_for_interviewer,interview_time,wait_for_scheduler,post_int_time,time_in_system
base_r3s4i18s2,1,10,3.527434245091275,3.527434245091275,7.125363417480564,7.662292230561336,9.44306359425347,9.44306359425347,23.79509838325813,,,39.89449003917122,0.0,0.5369288130807721,0.0,14.35203478900466,,16.099391655913088,36.367055794079945
base_r3s4i18s2,1,9,3.0875327239686343,3.0875327239686343,4.038627267580676,4.204851317152571,6.63479190945894,6.63479190945894,22.61916826015481,22.61916826015481,23.54717872198435,40.6299610157266,0.0,0.1662240495718956,0.0,15.984376350695875,0.0,18.010792755571785,37.542428291757965
base_r3s4i18s2,1,19,5.800429130306128,7.133888658486725,7.1542965433172885,8.597415152311136,10.661586758455291,10.661586758455291,24.487898082775104,24.56561390168126,25.57339391129435,40.795322053470585,1.3334595281805974,1.4431186089938477,0.0,13.82631132431981,0.0777158189061566,16.30742397069548,34.99489292316446
base_r3s4i18s2,1,20,5.800698101965159,7.1542965433172885,7.549729440979153,9.44306359425347,11.301377990941376,11.301377990941376,26.0201734861052,26.0201734861052,27.110654549444625,41.17973504374929,1.3535984413521298,1.893334153274317,0.0,14.718795495163825,0.0,15.15956155764409,35.37903694178413
base_r3s4i18s2,1,16,5.104435388764372,6.140975411926991,7.133888658486725,8.363249838952626,11.215204563427143,11.215204563427143,25.91794196778789,25.91794196778789,26.96048431711857,41.75564234681941,1.036540023162619,1.2293611804659008,0.0,14.702737404360745,0.0,15.837700379031524,36.65120695805504
base_r3s4i18s2,1,15,4.803464227237847,5.524843671431697,6.140975411926991,6.63479190945894,8.363249838952626,8.363249838952626,24.882773968193906,24.979374396560925,25.91189782304227,43.011258336558924,0.7213794441938495,0.4938164975319488,0.0,16.519524129241276,0.0966004283670223,18.128484368365022,38.20779410932108
base_r3s4i18s2,1,18,5.718874952760631,7.125363417480564,9.081881910047276,11.301377990941376,13.481388245911914,13.481388245911914,27.77568760183333,27.77568760183333,28.951815997062724,43.02187305329849,1.4064884647199332,2.2194960808941,0.0,14.294299355921412,0.0,15.246185451465166,37.30299810053786
base_r3s4i18s2,1,22,6.280965695609762,8.414146724885908,8.675120878178609,10.661586758455291,13.074723511961135,13.074723511961135,28.150845020111493,,,43.19130428541016,2.1331810292761464,1.9864658802766844,0.0,15.076121508150356,,15.040459265298662,36.91033858980039
base_r3s4i18s2,1,17,5.135095019152391,6.675493610032452,8.414146724885908,9.63918309584791,11.502747210953256,11.502747210953256,28.234026649676085,28.234026649676085,29.29872598405825,43.60113778475138,1.540398590880061,1.2250363709620018,0.0,16.73127943872283,0.0,15.367111135075294,38.46604276559899
base_r3s4i18s2,1,23,7.434058555699182,8.675120878178609,8.78346527931038,11.215204563427143,12.523516003452958,12.523516003452958,28.31083250464329,,,43.85504187622751,1.2410623224794266,2.431739284116764,0.0,15.787316501190336,,15.544209371584216,36.42098332052833
base_r3s4i18s2,1,27,8.502568865232234,10.613709056280031,11.08776263956828,13.074723511961135,15.202039973710622,15.202039973710622,29.348789656149695,,,44.8465921891801,2.1111401910477987,1.9869608723928585,0.0,14.146749682439076,,15.497802533030402,36.344023323947866
base_r3s4i18s2,1,24,8.063024014716044,8.78346527931038,9.764749671914814,11.502747210953256,14.195689932498729,14.195689932498729,30.1898095526602,30.1898095526602,31.174237452011543,46.319989421168245,0.7204412645943368,1.7379975390384423,0.0,15.994119620161474,0.0,16.130179868508044,38.2569654064522
base_r3s4i18s2,1,26,8.335755202164068,9.764749671914814,10.613709056280031,12.523516003452958,14.34535931138693,14.34535931138693,29.75566144066135,29.75566144066135,30.94609012637533,46.50976369214593,1.4289944697507462,1.9098069471729249,0.0,15.410302129274418,0.0,16.754102251484582,38.174008489981865
base_r3s4i18s2,1,29,9.333140750817387,11.481670672903316,11.641988098780432,14.195689932498729,16.278943284985658,17.428808929470996,32.49256524351155,,,47.76092943344924,2.1485299220859293,2.553701833718294,1.149865644485338,15.063756314040551,,15.268364189937683,38.42778868263185
base_r3s4i18s2,1,21,6.02586229235775,7.549729440979153,11.77340977192515,14.34535931138693,16.267452810983798,16.267452810983798,31.77321260839641,31.77321260839641,32.83054482059634,48.167892791836735,1.5238671486214033,2.57194953946178,0.0,15.505759797412608,0.0,16.39468018344033,42.14203049947898
base_r3s4i18s2,1,25,8.312978321831846,9.081881910047276,11.928935551982535,15.202039973710622,17.02289398754572,19.36923138682724,33.55989324210141,,,49.35490324660633,0.76890358821543,3.2731044217280854,2.3463373992815164,14.190661855274172,,15.795010004504917,41.04192492477448
base_r3s4i18s2,1,28,8.730259291214095,11.08776263956828,11.481670672903316,13.481388245911914,16.341332983750537,18.86612776317456,33.99085395436501,33.99085395436501,35.250384533292106,49.85184891075014,2.357503348354184,1.9997175730085972,2.5247947794240204,15.124726191190453,0.0,15.860994956385134,41.121589619536046
base_r3s4i18s2,1,33,10.178452933977006,12.60371995115826,12.950950414729713,16.341332983750537,18.653588373225016,20.00108712250494,35.72971570797768,,,51.844708499529865,2.4252670171812536,3.390382569020824,1.347498749279925,15.72862858547274,,16.114992791552183,41.66625556555286
base_r3s4i18s2,1,31,9.8058600216552,11.77340977192515,12.60371995115826,16.267452810983798,17.523248710616443,19.81130371544716,35.941423361448685,35.941423361448685,37.03670007661474,51.85571548870151,1.967549750269951,3.6637328598255374,2.288055004830717,16.130119646001525,0.0,15.914292127252828,42.04985546704632
base_r3s4i18s2,1,36,10.635632829024068,13.094842794423665,13.885494319767332,18.3763770178318,20.212043714068404,22.83775220241364,37.160030755267805,,,52.71281493876623,2.459209965399596,4.490882698064464,2.625708488345236,14.322278552854163,,15.552784183498424,42.07718210974216
base_r3s4i18s2,1,34,10.432922386882051,12.611515646358306,13.094842794423665,17.02289398754572,18.7555024407172,20.62834622475756,36.34430170119852,36.34430170119852,37.33289044655931,52.907176843146,2.178593259476255,3.928051193122057,1.8728437840403596,15.715955476440955,0.0,16.56287514194748,42.47425445626395
base_r3s4i18s2,1,32,10.03844305063532,11.928935551982535,12.611515646358306,16.278943284985658,18.3763770178318,19.92780721110225,35.16184652586529,,,52.99230186875604,1.890492501347218,3.667427638627352,1.551430193270459,15.234039314763038,,17.830455342890744,42.95385881812072
base_r3s4i18s2,1,38,11.176762391824106,13.885494319767332,14.118415619002883,18.7555024407172,21.10665662002389,23.644051735877863,37.177706449392346,,,53.09820092027721,2.7087319279432265,4.637086821714318,2.537395115853976,13.53365471351448,,15.92049447088486,41.9214385284531
base_r3s4i18s2,1,30,9.743606011428742,11.641988098780432,13.276255082059969,17.523248710616443,19.629843419741785,22.61916826015481,37.76654301340756,37.76654301340756,38.72078185579255,53.40942474620368,1.89838208735169,4.246993628556476,2.9893248404130297,15.14737475325274,0.0,15.642881732796129,43.66581873477495
base_r3s4i18s2,1,37,10.676874479842802,13.276255082059969,14.120215031627366,19.629843419741785,22.45818363561905,23.79509838325813,37.71118913546733,,,54.06505306375318,2.599380602217165,5.50962838811442,1.336914747639078,13.9160907522092,,16.353863928285854,43.38817858391038
base_r3s4i18s2,1,39,11.317910614514693,13.917797585104449,14.123162026600438,20.212043714068404,22.39292331890306,23.78479118410609,39.35749158475,39.35749158475,40.375985396261314,54.50256162929528,2.5998869705897576,6.088881687467966,1.3918678652030358,15.5727004006439,0.0,15.145070044545283,43.18465101478058
base_r3s4i18s2,1,40,11.38786722940496,14.118415619002883,14.34638519892871,21.10665662002389,22.523613131027524,24.487898082775104,39.09067209901209,,,54.67238855573451,2.7305483895979226,6.760271421095181,1.96428495174758,14.602774016236983,,15.581716456722418,43.284521326329546
base_r3s4i18s2,1,35,10.54116532936242,12.950950414729713,13.917797585104449,18.653588373225016,21.41198932494629,23.69701265423316,40.80820303394072,40.80820303394072,41.70243398359953,56.50296258434231,2.4097850853672917,4.735790788120568,2.285023329286865,17.111190379707566,0.0,15.694759550401583,45.961797254979885
base_r3s4i18s2,1,41,11.522777774473749,14.120215031627366,15.009054502828103,21.41198932494629,23.428002445127625,24.882773968193906,39.8080084922825,,,56.70111864471016,2.5974372571536186,6.402934822118185,1.4547715230662774,14.925234524088594,,16.893110152427667,45.17834087023642
base_r3s4i18s2,1,46,12.328165622787555,15.512306395072184,15.941969582848122,23.428002445127625,25.148907060639747,28.150845020111493,41.498432226508896,,,57.47414612401169,3.1841407722846284,7.486032862279503,3.0019379594717464,13.347587206397405,,15.975713897502793,45.14598050122413
base_r3s4i18s2,1,49,13.125348366012073,15.946568601769462,16.002589139255953,24.56383941054648,25.584987060351597,28.234026649676085,41.45485805632807,41.45485805632807,42.451103303128114,57.501197768307975,2.821220235757389,8.561250271290529,2.649039589324492,13.220831406651984,0.0,16.046339711979904,44.3758494022959
base_r3s4i18s2,1,42,11.622848365859864,14.123162026600438,15.885714745113075,22.523613131027524,24.11481946752769,25.91794196778789,41.02655186428191,,,57.50990361481646,2.5003136607405736,6.637898385914449,1.8031225002602012,15.108609896494023,,16.483351750534545,45.88705524895659
base_r3s4i18s2,1,47,12.9520806363137,15.885714745113075,15.946568601769462,24.11481946752769,26.28220944743148,28.31083250464329,43.32866679052401,43.32866679052401,44.21305677306594,58.73001353566826,2.9336341087993745,8.168250865758226,2.0286230572118136,15.017834285880715,0.0,15.401346745144252,45.77793289935456
base_r3s4i18s2,1,50,13.168688992490182,16.002589139255953,16.22639468496303,25.04780382142838,27.203897147932505,29.75566144066135,43.98157896310896,,,59.178460717153534,2.833900146765771,8.821409136465352,2.551764292728844,14.22591752244761,,15.196881754044576,46.00977172466335
base_r3s4i18s2,1,45,12.049870302465893,15.210217169478758,15.512306395072184,22.45818363561905,25.04780382142838,27.77568760183333,43.571978558730535,,,60.09275494831646,3.1603468670128656,6.945877240546867,2.7278837804049445,15.79629095689721,,16.520776389585926,48.04288464585057
base_r3s4i18s2,1,51,13.860815430274396,16.22639468496303,16.385195554189796,25.148907060639747,26.62362751523089,29.348789656149695,43.92337884008902,43.92337884008902,44.60893348766994,60.40460430735789,2.365579254688633,8.763711506449951,2.7251621409188083,14.574589183939324,0.0,16.48122546726887,46.5437888770835
base_r3s4i18s2,1,53,13.955532319864457,16.99048662461319,17.62054799326991,26.28220944743148,28.572528097679893,31.77321260839641,45.417016645635584,,,60.418270581563895,3.0349543047487337,8.661661454161571,3.2006845107165134,13.643804037239178,,15.001253935928313,46.46273826169944
base_r3s4i18s2,1,44,11.919209842545667,15.009054502828103,15.210217169478758,22.39292331890306,24.56383941054648,26.0201734861052,41.52372901174392,41.70243398359953,42.72788058981751,60.90251767788613,3.089844660282438,7.1827061494243,1.4563340755587184,15.503555525638724,0.178704971855609,19.3787886661422,48.983307835340455
base_r3s4i18s2,1,48,13.023549138799217,15.941969582848122,16.99048662461319,25.584987060351597,27.944172460061655,30.1898095526602,46.073183664192,46.073183664192,47.03135560735471,61.66833938544924,2.918420444048905,8.594500435738404,2.2456370925985425,15.8833741115318,0.0,15.595155721257235,48.64479024665002
base_r3s4i18s2,1,54,14.181332521767938,17.62054799326991,18.07658803200223,26.62362751523089,28.6591859030442,32.49256524351155,47.42325918362229,47.42325918362229,48.59035049389102,62.85043749978848,3.4392154715019707,8.547039483228659,3.833379340467353,14.930693940110745,0.0,15.427178316166192,48.66910497802054
base_r3s4i18s2,1,52,13.86831037990554,16.385195554189796,18.185940520849652,27.203897147932505,29.31671866616504,33.55989324210141,48.88555313712624,,,64.06941469518014,2.5168851742842566,9.01795662708285,4.243174575936369,15.325659895024828,,15.183861558053906,50.201104315274605
base_r3s4i18s2,1,56,14.358743948829073,18.185940520849652,19.0652129375206,28.572528097679893,29.724379271584112,33.99085395436501,48.94098296570714,48.94098296570714,49.90155712906659,64.85121809901217,3.827196572020585,9.50731516015929,4.266474682780896,14.950129011342137,0.0,15.91023513330503,50.4924741501831
base_r3s4i18s2,1,57,14.80113447105976,18.59553358737829,19.121153799628622,28.6591859030442,31.213966949139564,35.941423361448685,50.26429300126812,50.26429300126812,51.2307870432623,65.27538026149078,3.794399116318536,9.53803210341557,4.72745641230912,14.322869639819436,0.0,15.01108726022266,50.47424579043102
base_r3s4i18s2,1,55,14.219448399511752,18.07658803200223,18.59553358737829,27.944172460061655,30.248450325352216,35.16184652586529,49.93154697971025,49.93154697971025,50.9486834830988,65.3031592388778,3.85713963249048,9.348638872683363,4.913396200513077,14.769700453844957,0.0,15.371612259167549,51.08371083936605
base_r3s4i18s2,1,43,11.855825428175612,14.34638519892871,20.017069629588004,30.248450325352216,32.40610666556865,36.34430170119852,50.89634827298016,,,65.95626737843949,2.490559770753096,10.231380695764212,3.9381950356298674,14.552046571781643,,15.059919105459327,54.10044195026388
base_r3s4i18s2,1,58,15.464176841838178,19.0652129375206,20.731029280510075,31.213966949139564,32.92967001361634,37.71118913546733,51.2123626918115,,,66.22016199158317,3.6010360956824243,10.48293766862949,4.781519121850991,13.50117355634417,,15.00779929977167,50.75598514974499
base_r3s4i18s2,1,59,15.641950888392092,19.121153799628622,19.646640254542373,29.31671866616504,31.16067448548244,35.72971570797768,51.31927511806454,,,67.28590249638573,3.479202911236534,9.670078411622669,4.569041222495244,15.589559410086856,,15.966627378321192,51.64395160799364
base_r3s4i18s2,1,60,15.741344083127812,19.646640254542373,19.8109704767481,29.724379271584112,32.45831704744203,37.160030755267805,51.87981294453926,51.87981294453926,52.95499305769195,67.88514571057183,3.9052961714145606,9.913408794836013,4.701713707825775,14.719782189271456,0.0,16.005332766032573,52.14380162744402
base_r3s4i18s2,1,61,16.411298022300898,19.8109704767481,20.63553566776965,31.16067448548244,33.312609568103575,37.76654301340756,53.15620390413413,53.15620390413413,53.97757556722463,68.25348503416357,3.3996724544472023,10.52513881771279,4.453933445303981,15.389660890726574,0.0,15.097281130029444,51.84218701186268
base_r3s4i18s2,1,63,17.019697699916197,20.63553566776965,21.356286115770164,32.809176364692135,33.931196241050564,39.09067209901209,52.39423793360288,,,69.42148918711817,3.615837967853452,11.452890248921973,5.1594758579615245,13.303565834590792,,17.02725125351529,52.401791487201976
base_r3s4i18s2,1,65,17.234849860414005,20.88747241917082,21.261210041401117,32.45831704744203,32.809176364692135,37.177706449392346,53.94189188080894,53.94189188080894,54.90475688167572,70.39348400135748,3.652622558756814,11.197107006040916,4.368530084700211,16.764185431416593,0.0,16.45159212054854,53.15863414094348
base_r3s4i18s2,1,62,16.637663796367747,20.017069629588004,20.88747241917082,32.40610666556865,33.96784925036346,39.35749158475,55.313494386214586,55.313494386214586,56.22741761388753,71.35937883393763,3.379405833220257,11.51863424639783,5.3896423343865365,15.956002801464592,0.0,16.04588444772304,54.72171503756988
base_r3s4i18s2,1,68,18.977970280230984,21.801648650787055,21.900572173787523,33.312609568103575,34.592636562599736,39.8080084922825,56.34801929321681,,,71.40154426882978,2.823678370556074,11.412037394316052,5.21537192968276,16.54001080093431,,15.053524975612971,52.4235739885988
base_r3s4i18s2,1,64,17.148272412962573,20.731029280510075,21.801648650787055,32.92967001361634,34.77696623586334,40.80820303394072,55.66566360178293,,,72.06139089897341,3.582756867547502,11.12802136282928,6.03123679807738,14.857460567842203,,16.39572729719049,54.913118486010845
base_r3s4i18s2,1,67,18.71326840991981,21.356286115770164,22.17501685102618,33.96784925036346,35.249981451799805,41.02655186428191,57.30003218162204,,,72.96069936508941,2.643017705850358,11.79283239933728,5.7765704124821085,16.273480317340123,,15.660667183467377,54.247430955169605
base_r3s4i18s2,1,71,19.56737415117653,22.17501685102618,22.33823414388861,34.592636562599736,37.00191802318909,41.52372901174392,55.61161742003684,56.22741761388753,57.45568028518958,73.21948509689543,2.6076426998496487,12.254402418711129,4.521810988554833,14.08788840829292,0.6158001938506885,17.607867676858582,53.652110945718896
base_r3s4i18s2,1,70,19.484416586812245,21.985438230979224,23.01479257346248,35.63035905586412,36.19729884485193,41.498432226508896,55.44981337910833,55.44981337910833,56.38627422795216,73.60880821524178,2.501021644166979,12.615566482401643,5.301133381656968,13.951381152599431,0.0,18.15899483613345,54.124391628429535
base_r3s4i18s2,1,66,17.8939916913856,21.261210041401117,21.985438230979224,33.931196241050564,35.63035905586412,41.45485805632807,55.97892535722491,56.38627422795216,57.25813805805954,74.5715891122122,3.367218350015513,11.94575801007134,5.824499000463952,14.52406730089684,0.4073488707272474,18.592663754987285,56.677597420826594
base_r3s4i18s2,1,74,20.36555396502467,22.73688229430075,23.649565401593694,37.04187382168888,38.70824511630897,43.98157896310896,59.21098779789877,,,74.81606729293264,2.3713283292760785,13.392308420095183,5.273333846799986,15.229408834789815,,15.60507949503387,54.45051332790797
base_r3s4i18s2,1,72,19.855471529897063,22.33823414388861,22.36572525080331,34.77696623586334,37.04187382168888,43.32866679052401,59.08462680002157,,,74.96111520718932,2.482762613991546,12.41124098506003,6.28679296883513,15.755960009497556,,15.876488407167756,55.10564367729226
base_r3s4i18s2,1,73,20.170309332350666,22.36572525080331,23.05306655163044,36.19729884485193,37.603075165748805,43.92337884008902,58.25392293316959,,,75.73134917442742,2.1954159184526496,13.144232293221489,6.320303674340217,14.330544093080569,,17.47742624125783,55.56103984207676
base_r3s4i18s2,1,75,20.886109575229828,23.01479257346248,23.60695333517277,37.00191802318909,38.847195729483104,45.417016645635584,59.43380609463451,59.43380609463451,60.27229619064145,75.74932219928,2.128682998232648,13.394964688016325,6.56982091615248,14.016789448998928,0.0,16.31551610464549,54.86321262405018
base_r3s4i18s2,1,79,22.66646095697635,23.943800336811503,24.881220369943154,37.603075165748805,40.48360770497734,47.42325918362229,60.62627793949721,60.62627793949721,61.63012143286861,75.99001240428237,1.2773393798351549,12.721854795805651,6.939651478644954,13.203018755874917,0.0,15.36373446478516,53.323551447306016
base_r3s4i18s2,1,69,19.231492737685805,21.900572173787523,22.73688229430075,35.249981451799805,37.34584676808645,43.571978558730535,57.47877833359483,57.47877833359483,58.62578045557164,76.1529500530064,2.6690794361017183,12.513099157499056,6.226131790644082,13.906799774864297,0.0,18.67417171941157,56.9214573153206
base_r3s4i18s2,1,78,22.183295603075276,23.649565401593694,23.943800336811503,37.34584676808645,39.20001201631304,46.073183664192,61.33613360022112,,,76.83979182461775,1.4662697985184252,13.402046431274949,6.873171647878962,15.262949936029116,,15.50365822439663,54.65649622154248
base_r3s4i18s2,1,77,22.128410252895787,23.60695333517277,26.936945300248063,39.20001201631304,41.3206566059944,49.93154697971025,63.90966799912092,63.90966799912092,64.84807204428766,79.50000715427728,1.4785430822769818,12.263066716064976,8.610890373715854,13.978121019410672,0.0,15.590339155156364,57.37159690138149
base_r3s4i18s2,1,80,23.1127186192731,24.881220369943154,26.472741390531425,38.847195729483104,41.00429032370217,48.94098296570714,63.54507635110264,,,81.78458263989768,1.7685017506700549,12.37445433895168,7.936692642004971,14.604093385395494,,18.23950628879504,58.67186402062458
base_r3s4i18s2,1,83,24.080962556062957,26.936945300248063,29.17497991456385,41.00429032370217,42.48059896648896,50.89634827298016,65.30141331929129,65.30141331929129,66.0796039437061,82.07368781193426,2.855982744185109,11.829310409138326,8.415749306491207,14.405065046311124,0.0,16.77227449264298,57.992725255871306
base_r3s4i18s2,1,85,24.30696708290093,28.65408726146707,29.207796524298207,41.3206566059944,42.97380581345902,51.31927511806454,67.11550227764944,,,82.19904631357444,4.34712017856614,12.112860081696189,8.345469304605516,15.796227159584902,,15.083544035925,57.89207923067352
base_r3s4i18s2,1,88,24.823317389276266,29.75462736521918,30.181935239116783,42.8539528058308,43.69142090337694,51.87981294453926,68.31282194966872,68.31282194966872,69.35340744582824,83.40711938629168,4.931309975942916,12.672017566714008,8.188392041162324,16.433009005129456,0.0,15.094297436622966,58.58380199701542
base_r3s4i18s2,1,81,23.229496694265222,25.702066428532277,28.65408726146707,40.82115980958172,42.8539528058308,51.2123626918115,65.8318494171333,,,83.50426799411522,2.4725697342670507,12.167072548114646,8.358409885980706,14.6194867253218,,17.672418576981926,60.27477129985
base_r3s4i18s2,1,87,24.69489511702224,29.207796524298207,29.75462736521918,42.4752786073208,45.25480941705205,53.94189188080894,68.2011605669298,,,83.55015914004866,4.512901407275965,12.720651242101624,8.687082463756894,14.259268686120862,,15.348998573118864,58.85526402302642
base_r3s4i18s2,1,82,23.778612963536222,26.472741390531425,28.05550408523296,40.48360770497734,42.4752786073208,50.26429300126812,67.68529995881826,,,83.86078634460668,2.6941284269951997,12.428103619744377,7.789014393947319,17.42100695755014,,16.175486385788417,60.08217338107045
base_r3s4i18s2,1,90,24.98956227221759,30.181935239116783,30.247378908813737,42.97380581345902,44.95803167206001,53.15620390413413,66.83808465688226,,,84.21877974372191,5.192372966899196,12.726426904645288,8.198172232074121,13.681880752748128,,17.38069508683965,59.22921747150432
base_r3s4i18s2,1,84,24.153144513911663,28.05550408523296,30.15801525029721,42.48059896648896,44.955466506542045,52.39423793360288,67.78988174579749,,,84.753920207501,3.9023595713212975,12.322583716191744,7.438771427060836,15.395643812194606,,16.96403846170351,60.60077569358933
base_r3s4i18s2,1,94,26.737404961761943,32.288588839563054,32.92114404631166,45.25480941705205,48.13603045825458,55.97892535722491,68.64177401682232,,,85.56430394327981,5.551183877801108,12.333665370740384,7.842894898970329,12.662848659597415,,16.922529926457486,58.82689898151786
base_r3s4i18s2,1,86,24.36019205697676,29.17497991456385,31.60861159829588,44.955466506542045,47.0248086212924,55.61161742003684,70.43999406670905,70.43999406670905,71.5242466245412,85.63137722553313,4.814787857587088,13.346854908246163,8.586808798744443,14.828376646672204,0.0,15.19138315882408,61.27118516855637
base_r3s4i18s2,1,76,21.652861823924443,23.05306655163044,25.702066428532277,38.70824511630897,40.82115980958172,48.88555313712624,64.95215370467308,64.95215370467308,65.80988957950713,85.71182421409591,1.4002047277059972,13.0061786877767,8.064393327544522,16.066600567546843,0.0,20.759670509422836,64.05896239017147
base_r3s4i18s2,1,89,24.87342335441106,30.15801525029721,31.19710624916886,43.69142090337694,45.66641832296424,55.313494386214586,70.24970157695327,,,86.52782148260745,5.284591895886152,12.494314654208075,9.647076063250346,14.936207190738685,,16.27811990565418,61.65439812819639
base_r3s4i18s2,1,96,26.94147567975306,33.17401610877595,35.64518018817658,47.22568327919773,48.71028789312521,56.34801929321681,71.60358959235617,71.60358959235617,72.49683317752974,87.22090538289109,6.23254042902289,11.58050309102115,7.637731400091596,15.255570299139364,0.0,15.617315790534915,60.27942970313803
base_r3s4i18s2,1,93,26.50345192573691,31.60861159829588,32.288588839563054,44.95803167206001,47.22568327919773,55.66566360178293,70.37654987884095,,,87.76817082250089,5.105159672558969,12.669442832496957,8.439980322585193,14.710886277058025,,17.391620943659944,61.26471889676398
base_r3s4i18s2,1,95,26.856058320412327,32.92114404631166,35.275431222888884,46.90458692386897,49.18636723056092,57.47877833359483,72.65473755623111,72.65473755623111,73.77830757813302,88.83790752206274,6.065085725899333,11.629155700980084,8.292411103033913,15.17595922263628,0.0,16.183169965831624,61.981849201650405
base_r3s4i18s2,1,101,28.976601699532186,35.8444393558117,36.260784049900685,49.16597405127612,50.99864003350354,59.43380609463451,74.16530220619875,,,89.1723823180436,6.867837656279516,12.905190001375438,8.435166061130971,14.731496111564232,,15.007080111844855,60.19578061851142
base_r3s4i18s2,1,97,27.00007733275776,35.275431222888884,35.37753705232926,47.0248086212924,49.16597405127612,57.30003218162204,73.63084833797961,,,89.46393952454879,8.275353890131125,11.64727156896314,8.134058130345913,16.330816156357578,,15.833091186569176,62.46386219179104
base_r3s4i18s2,1,102,29.02344919967169,36.260784049900685,36.90444044964027,49.18636723056092,50.01765045058573,59.08462680002157,74.36264828510335,74.36264828510335,75.35144972188493,89.53607995857618,7.237334850228997,12.28192678092065,9.06697634943584,15.27802148508178,0.0,15.173431673472834,60.51263075890449
base_r3s4i18s2,1,92,26.37599987196397,31.19710624916886,33.17401610877595,45.66641832296424,46.90458692386897,55.44981337910833,71.68327469399065,,,89.79941291127548,4.821106377204895,12.492402214188289,8.545226455239359,16.233461314882327,,18.116138217284828,63.42341303931151
